Comments,Class
আরে আরে! কি সুন্দর লাগছে! অনেক অনেক শুভকামনা ❤️🌸,0
তোর সাথে সময় কাটানো মানেই মজার মুহূর্ত,0
ছবি দেখে মনে পড়লো পুরোনো দিনগুলো,0
তোর স্টাইল সবসময় ইউনিক,0
"বন্ধু, তুই সবসময়ই একটা আলাদা লেভেলে",0
"একটা মানুষ দিনশেষে একটু শান্তি চায়, কিন্তু চারদিকে শুধু হাহাকার আর টেনশন।এইভাবে আর কতদিন বাঁচা যায় বলুন? মনটাই ক্লান্ত হয়ে গেছে 😩🕯️",0
প্রকৃতির সৌন্দর্য অসাধারণ,0
এত সুন্দর জায়গা,0
ভ্রমণের গল্প শেয়ার করো,0
"রাবাও বিয়ে করে ফেললো, তুমি কবে করবা?! 🥱",0
ছবিটা যেন পোস্টকার্ডের মতো লাগছে,0
এই জায়গাটা দেখতে খুব সুন্দর,0
মন ভালো হয়ে গেলো,0
ন্যাচারাল ভিউটা দারুণ,0
পরবর্তী ট্রিপ কবে,0
মুখে জল চলে এলো,0
অসাধারণ দেখাচ্ছে খাবারটা,0
রেসিপিটা শেয়ার করো,0
খাবারটা দেখতে সুস্বাদু,0
আজকেই বানিয়ে খাওয়ার ইচ্ছা হলো,0
খাবারের ছবি দেখে ক্ষুধা লেগে গেল,0
দারুণ উপস্থাপনা,0
খাবারটা কোন রেস্টুরেন্ট থেকে নিয়েছো,0
দোকানদার অধিক মুনাফা লাভ করলো ৪লক্ষ২৮ হাজার৪০০ টাকা আর জরিমানা মাত্র ৫০ হাজার টাকা।,0
বাঙালির খাবার মানেই অন্যরকম স্বাদ,0
"😍 এই ছবিটা সত্যিই অসাধারণ, এত সুন্দর মুহূর্ত কিভাবে ধরতে পারো!",0
"তোমার হাসিটা সবসময় এত প্রাণবন্ত লাগে, 😊 সত্যি বলতে এটা একটা ইতিবাচক অনুভূতি দেয়!",0
"বাহ! এত সুন্দর কম্বিনেশন আগে কখনো দেখিনি, তোমার পোশাকের রঙ একদম পরিবেশের সাথে মানিয়ে গেছে! 🌿",0
"অসাধারণ ভিউ, মনে হচ্ছে যেন কোনো 🎬 সিনেমার দৃশ্য দেখছি!",0
"এটা কি সত্যিই বাস্তব নাকি কোনো ফটোশপের কারসাজি, এত সুন্দর কেন লাগছে বলো তো? 😲",0
"⭐ তোমার প্রতিভা সত্যিই অনুপ্রেরণাদায়ক, আমি নিশ্চিত তুমি সামনে অনেক বড় কিছু করবে!",0
"এমন সুন্দর মুহূর্ত ধরার জন্য ধন্যবাদ, 📷 এই ছবিটা সত্যিই মন ভালো করে দিল!",0
"ছবিটার মধ্যে একটা শান্ত সৌন্দর্য আছে, দেখলেই মনটা ফুরফুরে হয়ে যায়! 😊",0
"দারুণ একটা পোস্ট, সবসময় তোমার ছবিগুলো দেখার জন্য অপেক্ষা করি কারণ এগুলো বরাবরই ইউনিক হয়!",0
"কেমন করে তুমি এত পারফেক্ট ছবি তুলো বলো তো, 😆 আমি চেষ্টা করেও এমন তুলতে পারি না!",0
"তোমার ক্যামেরার কোণ সবসময় এত সুন্দর হয়, একদম সঠিক মুহূর্তে ক্যাপচার করা!",0
"সত্যি বলতে, এই ব্যাকগ্রাউন্ড আর তোমার এক্সপ্রেশন একসাথে দারুণ লাগছে! 💫",0
"😍 কী সুন্দর একটা দিন মনে হচ্ছে, তোমার হাসিটা ছবিটাকে আরও জীবন্ত করে তুলেছে!",0
"এত প্রাণবন্ত ছবি দেখে মনটাই ভালো হয়ে গেল, তুমি কি জানো তুমি কতটা ফটোজেনিক?",0
"অসাধারণ মুহূর্ত, ঠিক যেন কোনো পুরোনো দিনের স্মৃতি ফিরে এসেছে!",0
"🎥 এই ছবিটার মধ্যে একটা গল্প আছে, একদম সিনেমার মতো মনে হচ্ছে!",0
"তুমি যখন ছবি আপলোড করো, তখনই বুঝি কিছু স্পেশাল আসতে চলেছে!",0
"এক কথায় দারুণ, 🤩 তোমার প্রতিটি পোস্টেই একটা আলাদা স্টাইল থাকে!",0
"এটা তো একেবারে ম্যাজিকের মতো লাগছে, এত পারফেক্ট কিভাবে হয় সব কিছু!",0
"আমি যদি এই জায়গায় থাকতাম, তাহলে নিশ্চিতভাবে অনেক ছবি তুলতাম! 🌄",0
"অসাধারণ পোস্ট, সবসময় তোমার নতুন কনটেন্ট দেখার অপেক্ষায় থাকি!",0
"তোমার স্টাইল সবসময় এত ইউনিক হয়, যা অন্য কারও সাথে মেলে না! 😎",0
"এত সুন্দর মুহূর্ত ধরে রাখার জন্য ধন্যবাদ, ছবি দেখে মন ভালো হয়ে গেল!",0
"🌿 প্রকৃতির সাথে এত সুন্দরভাবে মানিয়ে গেছো, ছবিটা যেন আরও জীবন্ত লাগছে!",0
"একদম পারফেক্ট শট, তোমার চোখে সবকিছু এত সুন্দর লাগে!",0
"সত্যি বলতে, এই ছবিটা দেখে আমি অভিভূত হয়ে গেছি, একদম শিল্পকর্মের মতো! 🎨",0
"😍 এত সুন্দর মুহূর্ত তুমি কিভাবে ধরতে পারো বলো তো, আমিও শিখতে চাই!",0
"আমি নিশ্চিত, এই ছবিটা দেখার পর সবাই প্রশংসা করবে কারণ এটা সত্যিই অসাধারণ!",0
"মনোমুগ্ধকর দৃশ্য, মনে হচ্ছে যেন আমি নিজেই এই জায়গায় উপস্থিত আছি! 🌅",0
"তোমার প্রতিভা যে কতটা অসাধারণ, সেটা প্রতিটি পোস্টেই প্রমাণিত হয়!",0
কি দারুণ লাইটিং! 🖼️ এই ছবিটা একেবারে পেইন্টিংয়ের মতো লাগছে!,0
এত সুন্দর পরিবেশ আর তোমার উপস্থিতি ছবিটাকে আরও বিশেষ করে তুলেছে!,0
"এই ছবিটা দেখে মনে হলো যেন সময় থমকে গেছে, সত্যিই অসাধারণ! ⏳",0
এটা কি কোনো সিনেমার দৃশ্য? 🎞️ তোমার এক্সপ্রেশন একেবারে পারফেক্ট!,0
"অসাধারণ শট, তোমার চোখের দৃষ্টি ছবিটাকে আরও গভীর করে তুলেছে!",0
"দারুণ লাগছে, এক কথায় অনন্য! 🌟 এমন ছবি দেখে সবসময় ভালো লাগে!",0
"😍 তুমি সবসময়ই আলাদা কিছু নিয়ে আসো, যা দেখে মুগ্ধ হয়ে যাই!",0
"এই ব্যাকগ্রাউন্ডটা এত সুন্দর, মনে হচ্ছে যেন কোনো কল্পনার জগৎ! 🌍",0
"আমি যদি একদিন এমন ছবি তুলতে পারতাম, তাহলে নিজেকে ভাগ্যবান মনে করতাম!",0
"ছবিটা দেখে মনে হলো যেন সময়ের মধ্যে আটকে গেছি, অসাধারণ মুহূর্ত!",0
একদম অসাধারণ! তোমার প্রতিভা সত্যিই অনুপ্রেরণাদায়ক!,0
"ছবি দেখে মনে হচ্ছে এটা কোনো ফটোশুট, 📸 এত পারফেক্ট কিভাবে হয়?",0
"দারুণ স্টাইল, তুমি সবসময় নতুন কিছু নিয়ে আসো যা দেখলে ভালো লাগে!",0
😇 এই ছবিটা দেখার পর আমি নিশ্চিত হয়ে গেলাম যে তুমি ফটোজেনিক!,0
"তোমার ছবি সবসময় এত প্রাণবন্ত হয়, যা দেখলেই মন ভালো হয়ে যায়!",0
"এত নিখুঁত দৃশ্যধারণ, মনে হচ্ছে যেন এটা কোনো গল্পের অংশ! 📖",0
"তোমার প্রতিটি পোস্ট একটা নতুন গল্প বলে, সবসময় উপভোগ করি!",0
"ছবিটা একেবারে বাস্তব জীবনের চেয়ে সুন্দর লাগছে, এটা সত্যিই অনন্য!",0
"তুমি যখন ছবি আপলোড করো, তখন নিশ্চিত থাকি যে কিছু অসাধারণ আসতে চলেছে!",0
"একদম চোখ জুড়িয়ে গেল,❄️ এই ছবিটার মধ্যে একটা শীতলতা আছে!",0
"এটা সত্যিই অসাধারণ কন্টেন্ট, এত ভালো লাগলো! 💯",0
"আমি বিশ্বাসই করতে পারছি না, এতটা দরকারি হবে ভাবিনি!",0
"🔥 দারুণ একটা তথ্য, আগে কখনো শুনিনি!",0
এত সুন্দরভাবে ব্যাখ্যা করার জন্য অসংখ্য ধন্যবাদ!,0
"😍 এটা আরও বেশি মানুষের দেখা উচিত, এতটা উপকারী!",0
"আপনার উপস্থাপনার ধরণটা একদম অনন্য, অসাধারণ! ❤️",0
"আমি ভেবেছিলাম সব জানি, কিন্তু আপনি আমাকে চমকে দিলেন!",0
"🙌 এত চমৎকার কন্টেন্ট, সবাইকে শেয়ার করা দরকার!",0
"আমি বারবার এটা দেখতে আসবো, এতটাই ভালো লেগেছে!",0
"💡 যদি আগে পেতাম, তাহলে কত উপকার হতো!",0
"এইরকম কন্টেন্ট খুব কমই দেখা যায়, সত্যিই অসাধারণ!",0
"😂 কিভাবে এত ইউনিক জিনিস খুঁজে পান, অবিশ্বাস্য!",0
"সত্যি বলতে, ভাবিনি এত ভালো লাগবে, কিন্তু এখন মুগ্ধ!",0
"🌟 হাতে ধরে বুঝিয়ে দেয়ার মতো কন্টেন্ট, ধন্যবাদ!",0
"🚀 এটা একদম লেভেল আলাদা, এমন কন্টেন্ট আর নেই!",0
"আমি এই টিপসটা মনে রাখবো, কাজে লাগবে নিশ্চিত!",0
"👏 দারুণ ব্যাখ্যা, এত সহজভাবে বোঝানোর জন্য ধন্যবাদ!",0
"আমি এটা বন্ধুদেরও দেখাবো, কারণ সবাইকে জানা উচিত!",0
"এমন কন্টেন্ট আরও বেশি তৈরি করুন, আমরা অপেক্ষায় আছি!",0
বাহ্! এত সহজ করে বুঝিয়ে দিয়েছেন যে একদম স্পষ্ট!,0
"আপনার প্রতিটি পোস্ট মানেই নতুন কিছু শেখা, অবিশ্বাস্য!",0
"💖 এত গুছিয়ে বলার ক্ষমতা সবার থাকে না, অসাধারণ!",0
আমার মনে হচ্ছে এটা শিখতে এতদিন অপেক্ষা করছিলাম!,0
"কিছু মানুষ কন্টেন্ট বানায়, আর কিছু মানুষ মাস্টারপিস তৈরি করে! 😍",0
এত দরকারি টিপস একসাথে পেয়ে সত্যিই অনেক খুশি!,0
"🔥 আমি এইরকম কিছু খুঁজছিলাম, অবশেষে পেয়ে গেলাম!",0
বুঝতেই পারছি না আগে কেন এটা খুঁজে পাইনি!,0
এমন ইনফরমেশন পাওয়া সত্যিই ভাগ্যের ব্যাপার!,0
😂 এই টিপস না জানলে বোকা থেকে যেতাম!,0
"একবার দেখে বিশ্বাস করতে পারিনি, আবারও দেখলাম!",0
"🙌 দারুণভাবে সাজানো কন্টেন্ট, দেখতে দারুণ লাগলো!",0
"আপনি কিভাবে এত সুন্দর করে বুঝিয়ে দেন, অবিশ্বাস্য!",0
"🌟 এত সুন্দর একটা পোস্ট, একদম মুগ্ধ!",0
"প্রতিটি শব্দ গুরুত্বপূর্ণ, কোনো অংশ এড়িয়ে যাওয়া যাবে না!",0
"🚀 একেবারে অন্য লেভেলের কন্টেন্ট, দারুণ!",0
👏 এমন ট্যালেন্টেড মানুষ খুব কম দেখা যায়!,0
এটা দেখে মনে হলো আমি কিছুই জানতাম না আগে!,0
❤️ এই কন্টেন্ট একদম জীবন বদলে দেওয়ার মতো!,0
"যদি কেউ এটা মিস করে, তাহলে অনেক কিছু মিস করবে!",0
"💡 আমি এই পোস্টটাকে সেভ করে রাখবো, ভবিষ্যতে কাজে লাগবে!",0
"কিছু লোক আছে যারা শুধু কন্টেন্ট তৈরি করে, আর কিছু আছে যারা ম্যাজিক বানায়!",0
আপনার প্রতিটি পোস্ট দেখলেই মন ভালো হয়ে যায়! 😍,0
"আমি সত্যিই মুগ্ধ, এত সহজে বোঝানো সম্ভব তা ভাবতেই পারিনি!",0
"🔥 এক কথায় অসাধারণ, আর কিছু বলার নেই!",0
"এইরকম কন্টেন্ট বানাতে কিভাবে পারেন, সত্যিই প্রশংসনীয়!",0
এই পোস্টটা পড়ার পর আমার দৃষ্টিভঙ্গিই বদলে গেল!,0
"😂 এটা শিখতে এতদিন সময় লাগলো, কিন্তু অবশেষে শিখলাম!",0
এত সুন্দরভাবে তথ্য উপস্থাপন করা খুব কম দেখা যায়!,0
আপনার প্রতিটি ভিডিও বা পোস্টেই নতুন কিছু শিখি! ❤️,0
"এটা সত্যিই দরকারি ছিল, ধন্যবাদ আপনাকে!",0
"💖 সবাই যদি এইরকম কন্টেন্ট বানাতো, তাহলে দারুণ হতো!",0
"সত্যি বলতে, আমি অবাক হয়ে গেছি!",0
"🌟 আমি আগেও অনেক কিছু দেখেছি, কিন্তু এটা অনন্য!",0
"আপনি কন্টেন্ট বানান না, আপনি মাস্টারপিস তৈরি করেন!",0
🚀 এটা দেখা মাত্রই শেয়ার করতে বাধ্য হলাম!,0
👏 আপনার কাছ থেকে অনেক কিছু শেখার আছে!,0
এটা দেখে মনে হলো আমি এতদিন অন্ধ ছিলাম!,0
এইগুলো মূলত ক্ষণিকের সুখ দেওয়া নামক ভাইরাসের বীজ। এদের জন্ম দেওয়ার পিছনে রয়েছে আমাদের মুখোশধারী ভয়ংকর নোংরা সমাজ।,0
🔥 এইরকম কন্টেন্ট বানাতে গেলে অনেক মেধা লাগে!,0
এটা একেবারে সেরা পোস্টগুলোর মধ্যে একটা!,0
😂 এটা এত দরকারি ছিল যে এখন মনে হচ্ছে এটা ছাড়া কিছুই হতো না!,0
"💡 দারুণ ইনফরমেশন, একেবারে গুছিয়ে দিয়েছেন!",0
আপনার ভিডিও বা পোস্ট মানেই নতুন কিছু শেখা!,0
"❤️ এটা সত্যিই অনন্য, আপনার প্রতিভার প্রশংসা করতেই হয়!",0
"আমি বিশ্বাসই করতে পারছি না, এত সুন্দর করে বোঝানো হয়েছে!",0
আপনার এই প্রোগ্রাম গুলো বেশি সুন্দর হয়।। অবশ্য অল্প বয়স্কদের জন্য ত্বকের জন্য ও প্রোগ্রাম হওয়া দরকার!! ধন্যবাদ!!,0
"সত্যি বলতে, এই ইনফরমেশন আগে জানা দরকার ছিল!",0
💖 এইরকম পোস্ট প্রতিদিন পেলে ভালো লাগতো!,0
"🔥 আমি এতদিন যা খুঁজছিলাম, অবশেষে পেয়ে গেলাম!",0
😂 এটা না দেখলে অনেক কিছু মিস হয়ে যেত!,0
"🌟 সত্যিই দারুণ, আপনার প্রতিভার তুলনা হয় না!",0
এটা আমার দেখা অন্যতম সেরা পোস্ট!,0
"🚀 আমি চমকে গেছি, এত সুন্দরভাবে বুঝিয়ে দেয়া হয়েছে!",0
👏 আপনি সত্যিই একজন ট্যালেন্টেড কন্টেন্ট ক্রিয়েটর!,0
💡 এত দরকারি ইনফরমেশন এক জায়গায় পেয়ে দারুণ লাগলো!,0
সরাসরি গিয়ে শেখার অপশন আছে কী?,0
"🔥 একেবারে পারফেক্ট, দারুণ পোস্ট!",0
😂 আমি এতদিন কীভাবে এই তথ্য ছাড়া ছিলাম বুঝতেই পারছি না!,0
🌟 এটা অবশ্যই সবার শেয়ার করা উচিত!,0
🙌 আমি নিশ্চিত এটা অনেক মানুষের কাজে আসবে!,0
"❤️ দারুণ কন্টেন্ট, আপনার প্রতিভার তারিফ না করে পারছি না!❤️",0
"💡 এই পোস্ট দেখে মনে হলো, এতদিন অনেক কিছু মিস করেছি!",0
🔥 একদম নিখুঁতভাবে সব কিছু ব্যাখ্যা করা হয়েছে!,0
"😂 এটা দেখে হাসলাম, ভাবলাম আগে কেন জানতাম না!😂",0
যারা মার্কেটপ্লেস এ কাজ করে তারা কোর্স করানোর বা বিক্রয় করার সময় পায়না। এটা তাদের জন্য সময় নষ্ট করার মত বিষয়।,0
এইরকম দরকারি পোস্ট খুব কম দেখা যায়!😂,0
"👏 এত সুন্দরভাবে বুঝিয়ে দিয়েছেন, ধন্যবাদ!",0
💖 এটা দেখা মাত্রই মনে হলো শেয়ার করা দরকার!,0
"🙌 এত দরকারি তথ্য এক জায়গায়, সত্যিই দুর্দান্ত!",0
"🔥 এটা আমি আমার বন্ধুদের দেখাবো, সবাই যেন শিখতে পারে!🔥",0
কোর্স ফি কত? আর কোন কোন সফটয়ার শেখানো হয়,0
😂 দারুণ! আমি এখনই এটা শেয়ার করতে যাচ্ছি!,0
😍 এটা এত দরকারি ছিল যে এখন মনে হচ্ছে অনেক কিছু শিখলাম!😍,0
👏 আপনার কন্টেন্ট সবসময়ই অসাধারণ হয়!,0
😍 আমি নিশ্চিত এটা সবাই উপভোগ করবে!😍,0
🌟 অসাধারণ! এইরকম কন্টেন্ট আরও চাই!,0
"🚀 একদম পারফেক্ট ব্যাখ্যা, অসাধারণ!😍",0
"এটা যদি সত্য হতো,,আমি সত্যিই ইম্প্রেস্ড হয়ে যেতাম! এত দূর থেকে কে আমাকে এত ভালোবাসে,,,এত গাঢ় রং।🫣 কিন্তু আফসোস!🤧",0
শতভাগ সত্যি কথা। এটাই বাস্তবতা। সবসময়ই ইন এইড টু সিভিল পাওয়ার এ সেনাবাহিনী দায়িত্ব পালন করার সময় একই ঘটনা ঘটে।,0
উনি সঠিক বলেছেন। ধন্যবাদ অফিসারকে,0
কিছু উপদেষ্টা আর তাদের চামচারা আসলেই চাচ্ছে না দেশে নির্বাচন হোক। যদি সত্যিকারেই চাইতো তাহলে এই সব বিতর্কিত ব্যক্তিগুলার নাম শুনা যাচ্ছে আজকে অনেকদিন ধরে তাদের কেন সরানো হচ্ছে না।,0
সেনাকর্মকর্তাকে অভিনন্দন তার চমৎকার বক্তব্যের জন্য।,0
পুলিশ চাইলে ২৪ ঘণ্টার মধ্যে সব অপরাধ ঠাণ্ডা হয়ে যাবে।,0
আসমী যখন কষ্ট করে ধরেন তখন একটু কষ্ট করে কি কারণে? কখন ? কোথায়? কি অপরাধে? কি তার সহায় এইসব লিখিত বাদী হয়ে পুলিশকে দিয়েন। কোন পুলিশের ক্ষমতা নাই মামলা হালকা করার।,0
"ভাই,এসব তো আমরা সাধারণ জনগণ ডাইনিংএ আর চায়ের দোকানে আলাপ করি মানে এই কথা গুলো পরিস্কার সত্য ও স্পষ্ট।",0
পুলিশের লিডারশীপ আর মামলা তদন্ত ক্ষমতা পাওয়ার জন্য সব দোষ পুলিশের উপর চাপিয়ে দেওয়া হলো,0
মানবাধিকার লঙ্ঘন কোনভাবেই মেনে নেওয়া যায় না! ✊,0
"এরাই রাস্তায় চুরি ছিনতাই করে। এদের বয়সী ছেলেগুলি দেখবেন রাস্তায় জ্যামে চাকু নিয়ে রিকশা থেকে ডাকাতি করে ,প্রাইভেটকার গুলোর জানালা দিয়ে মোবাইল নিয়ে দৌড় দেয়।",0
এটা একটা নিদর্শন যে আমাদের সমাজের মানুষ কতটা সহানুভূতিশীল। ❤️,0
বাংলাদেশ সেনাবাহিনীকে অন্তরের অন্তস্তল থেকে ধন্যবাদ। এই রকম অভিযান চালানোর জন্য।,0
আন্তর্জাতিক সম্প্রদায়কে আরও পদক্ষেপ নিতে হবে। 🌍,0
এইগুলো মূলত ক্ষণিকের সুখ দেওয়া নামক ভাইরাসের বীজ। এদের জন্ম দেওয়ার পিছনে রয়েছে আমাদের মুখোশধারী ভয়ংকর নোংরা সমাজ।,0
রোহিঙ্গাদের জন্য আমাদের সকলের সহানুভূতি ও সাহায্য একত্রিত হওয়া উচিত। 💙,0
এদের বাবা মা কে আগে আইনের আওতায় আনতে হবে।,0
এটা আমাদের রাষ্ট্র ও সমাজের মানবিকতা পরীক্ষা করে। ⚖️,0
সরাসরি এদের দোষ দেওয়া টা ঠিক হয় না এরতো পৃথিবীতে ভূমিষ্ঠ হয়ে এরকম গ্যাং তৈরি করে নাই এজন্য দায়ী পরিবেশ পরিবার সমাজ এগুলোর সমন্বয়ে এই এরা এভাবে গড়ে উঠেছে...,0
"বিশ্বব্যাপী একত্রিত হলে, রোহিঙ্গাদের জন্য সমাধান আসবে। 🌐",0
"আইনের শাসন আছে নি কুনো, অসুস্থ্য হবে না তো কী হবে বড় হইলে রাজনীতিবিদ হবে , আমরা ভোট দিবো",0
"তাদের নিরাপত্তা, সুরক্ষা, এবং মৌলিক অধিকার নিয়ে সকলের ভাবনা থাকা উচিত। 🤲",0
"এদের এই উগ্র সন্ত্রাসীদের পিছনে যারা সাহস দিচ্ছে সেলটার দিচ্ছে ওইসব সন্ত্রাসীদের কে খুজে বের করতে হবে,না হলে এরা জেল থেকে বের হয়ে আরো ভয়ংকর হবে,",0
যতটা সম্ভব তাদের জন্য সহায়তা বাড়ানো উচিত। 🌱,0
"এইরা দেশের জন্য বোঝা, হইত এদের বেশিরভাগই ছেলে মেয়েদের জর্ম্ম পরিচয় নাই, ছিন্নমূল শিশু কিশোর, যারা মাদকাসক্ত থাকে, ব্যবহার হয় পলিটিক্যাল ভাবে।।",0
"এই পরিস্থিতি যেন আর কখনও না হয়, আমাদের মানবিক দৃষ্টিভঙ্গি থাকতে হবে। 🌿",0
এই সবগুলো ছেচরাকে এদের মা-বাবা সহ গ্রেফতার করা উচিত। 😡😡,0
বিশ্বের কোনো দেশই মানবিক বিপর্যয়ে একা থাকতে পারে না। 🌏,0
এগুলাই রাতের বেলাই ছিনতাই ধর্ষন করে বেড়ায়,0
"তারা স্রেফ শরণার্থী নয়, তাদেরও জীবনের অধিকার আছে। 💪",0
এত পরিমান টোকাই আর কিশোর গ্যাং চারপাশে। এদের ধরলেও লাভ হয়না। গ্রামের দিকে টোকাই আর কিশোর গ্যাং বেশি,0
"এটা শুধুমাত্র বাংলাদেশ নয়, পুরো বিশ্বের সমস্যা। 🌍",0
এগুলোকে জন্ম দিয়ে সবচেয়ে বড় পাপ করিছে এদের মা বাবা। ইহকালে বিপদ পরকালেও বিপদ।,0
মানবতার পক্ষে দাঁড়ানো আমাদের সবার কর্তব্য। 💙,0
"এক এলাকার মধ্যেই এত পরিমানে টোকাই আর কিশোর গ্যাং, এটা কেমনে সম্ভব।",0
রোহিঙ্গাদের জন্য আমাদের অবিচ্ছিন্ন সহানুভূতি প্রয়োজন। 🌍,0
"এবার ডক্টর ইউনুস স্যারের উচিত এসব বস্তিদের বিরুদ্ধে ব্যবস্থা নেওয়া😠 আমরা অতিষ্ট হইতে গেছি ,, প্রতিবাদও করতে পারি না লজ্জায় ঘৃণায় 😤 ঈদের দিন সেনাবাহিনী মাঠে ছেড়ে দিলে সব ঠিক হয়ে যাবে",0
"এটা আমাদের দেশের জন্য চ্যালেঞ্জ, আমাদের মানবিক দায়িত্ব পালন করতে হবে। 🤝",0
বস্তি জেনারেশন🥴 বঙ্গু সুশীলদের মত ব্যক্তি স্বাধীনতার দোহাই দিয়ে এসব অস্লীল ছাপড়িমু করে বেড়াবে আর চুপ করে সয্য করব ওই দিন শেষ😤,0
একটি সুষ্ঠু সমাধান খোঁজা অত্যন্ত জরুরি। ⚖️,0
"এইগুলা কোন সুস্থ মানুষের মন মানসিকতা না আবার সুস্থ মানুষের কাজও না, আল্লাহতালা তাদের বোঝার এবং এইপথ থেকে ফিরে আসার তৌফিক দান করুক।",0
বিশ্বের সমর্থন ছাড়া এই সমস্যা সমাধান সম্ভব নয়। 🌎,0
"আমার দেখা সেরা ওয়েব সিরিজ এটা,,, দেখতে দেখতে মুখস্থ হয়ে গেছে সব,,,বার বার দেখি তাও আগের সিজন গুলা,,, অবশেষে অপেক্ষার অবসান হবে",0
আহা রিঙ্কির সাথে এবার হয়তো সচিবজির বিয়েডা হয়েই যাবে❤️,0
"আরে দাদা তারা কি শুরু করলো, আমাদের কি পড়ালেখা করতে দিবে না তারা",0
গরীব মানুষ বর্তমানে নিঃস্ব হয়ে গেছে। কাজকর্ম করেন যেই রুজি রোজগারের টাকা নেবে সেটাও যদি জাল হইয়া থাকে। তাহলে আজ দেশ কোথায় গিয়ে দাঁড়িয়েছে সরকারের কাছ থেকে আমরা কি আশা করতে পারি। গরীবের মরন ছাড়া আর কিছুই নাই,0
ভাই প্রিমিয়াম এপস গুলা কি আপনারাই সাপোর্ট দেন যেমন এডোব এনিমেটেড,0
সরাসরি গিয়ে শেখার অপশন আছে কী?,0
আপনা‌দের কোর্স করার জন‌্য ক‌ম্পিউটা‌রের কন‌ফিগ্রা‌রেশন কি হ‌তে হ‌বে? কোর্স ফি কত? কত দি‌নের কোর্স?,0
তিন মিনিটের এনিমেশন ভিডিও বানাতে কেমন খরচ পরবে,0
কি বকছেন আপনি? এআই ক্রিয়েটেড এনিমেশন সস্তা। বলতে পারতেন কিছু সীমাবদ্ধতা আছে। অনেক এক্সপেন্সিভ। কিন্তু সস্তা এটা মানা গেল না।,0
তার শরীরটার দিগে একবার তাকান কি বানাইছি গরিব মানুষ দেরকে চুষে খেয়ে দুর্নীতিবাজরা ডাকাতি করে তারা,0
"এনিমেশান তো শিখতে চাই, কীন্তু অনলাইনে শিখতে প্যারা লাগে৷ পাঁচ হাজার টাকা দিয়ে একজায়গায় ভর্তি হইছিলাম৷ এরা অনলাইন যে ক্লাস নেয় খুবই ম্যাড়ম্যাড়া ক্লাস৷ এবং যেহেতু টাকা আগে পেমেন্ট করে ফেলছি কাজেই ওইসব ভাইজানেরা টেককেয়ারও করে না স্টুডেন্টদের৷",0
এত ইনকাম হলে আপনি টিচিং এ সময় না দিয়ে নিজে কাজ করলে তো আপনার ইনকাম বেশী।,0
ভোক্তা অধিকারকে ধন্যবাদ,0
"আমার মেয়ের বয়স ৯+,ক্লাস ফোরে পড়ে। আমি ওকে শিখাতে চাই। ডিটেইলস জানাবেন প্লিজ।",0
"আমি একবার একটা ছোট ছেলেকে ভিক্ষা দিছিলাম, পরে দেখি দোকানে বিড়ি খাচ্ছে",0
এদের জন্য মন মানসিকতা অনেক পরিবর্তন হয়ে গেছে শহরের গলিতে গেলে ফুটপাতে এদের অনেককেই দেখা যায় আসলে কাকে ভালো ভাববো। এদের জন্যই বিশ্বাস উঠে গেছে,0
আহারে মূর্খ জাতি 😢😢 এদের কারণেই আসল অসহায় মানুষেরা ভিক্ষা পায় না 😭😭,0
আহারে এই বাচ্চাটা ছোট থেকেই মনের অজান্তে ব্যবসার উপাদান হয়ে গেলো,0
আমাদের পেকুয়ায় প্রতি লিটার ১৭০টাকায় বিক্রি হয় । আমাদের পেকুয়ায় আসার জন্য,0
আপনার কথা আমার অনেক ভালো লাগে ভাই। আপনার কথাগুলো অনেক সুন্দর।,0
ছোট বাচ্চাটার সারাটা দিন অবহেলা আর অযত্নে কাটে।🥺 কি খাওয়ায় কিভাবে ঘুমায় 🥺🥺 শিশু টার সারাদিন রোদে থেকে কি নিদারুন কষ্ট🥺🥺,0
ইমোশনের উপর লাথি মেরে দেখি ছেলে টা ডেন্ডি খাইতেসে🙂 এই জন্য সহজে কাউকে ভিক্ষা দেই না🙂,0
কুমিল্লার এক কথা মনে পরে গেলো🙂 এক ছেলে আমায় ইমোশোনাল কাহিনি শুনানোর পর মায়া লেগে তাকে ১০০ টাকা দিসিলাম🙂 বিশ্বাস করেন ভাই 🙂,0
"কিভাবে টাকা বানায়,,আমারে যদি একটু শিখাতেন,,অল্প দিনেই বড়লোক হয়ে যেতাম।😉",0
"এটা একটা মানবিক বিপর্যয়, আমাদের আরও সহানুভূতির প্রয়োজন। 🙏",0
"আহঃ আফসোস এই জীবনে মানুষ কত ভাবে আমাদের ধোকা দিচ্ছে। ভালোবাসার মানুষ ধোকা দেয়,",0
আমাদের উচিত তাদের পাশে দাঁড়ানো। মানবাধিকার কাউকে অবহেলা করা উচিত নয়। 🤝,0
আমি এমন মানুষ দেখেছি ছোট বাচ্চার চেহারায় ক্ষত করে ভিক্কা করতে যাতে মায়া বেশি হয় এবং মোটা ধরনের অর্থ পাওয়া যায় 🥺🥺,0
"যতটা সম্ভব সাহায্য করা দরকার, তারা আমাদের প্রতিবেশী। 🌍",0
